 108522  121.61068   22.47542  0.3634
  23775  306.46655  -50.06382  0.2921
 179972   57.86679   -3.20299  0.1857
  29286  314.91849  -58.58413  1.0078
  22327  346.03943  -46.32759  0.1847
 199563   62.74991    2.25869  0.4160
  26023  214.70116  -10.01337  0.1250
  72965  140.34464    9.58230  0.4519
 176954    1.89048    1.32341  1.1400
 141431  323.15842  -10.37307  0.2596
  42732  344.62463  -40.77039  0.3336
  68595   55.82804  -30.98823  1.2417
  14612   74.96964  -61.25732  0.2233
  81436   34.76211  -36.43532  0.7811
  34876  325.20731  -53.82027  0.9841
  11468  350.58630  -67.21517  0.9101
  23894    6.95736  -57.59041  0.1738
  90513   75.35496  -39.69847  0.8888
  43626  329.72415  -30.84125  0.1539
  26606  317.74551  -46.06428  0.1478
  38868  146.61877  -17.49259  1.1589
  21824    7.71402  -54.11154  1.0075
 164727  145.74745   37.14444  0.8183
  60920  247.45297   -0.14816  0.5681
  38830  161.66420  -17.23923  0.2555
  38169  163.75116  -19.60199  0.1180
  59680  165.80560   -8.13434  0.3295
 200904  149.06146   54.26743  0.8409
  29338  184.86732  -28.01233  1.0898
  89968    5.48213  -20.13481  0.4026
  69950   29.68655  -30.47599  1.0418
 128204  217.24979   39.60400  0.8180
 218684   85.16004  -27.45162  0.2140
 123094   17.06795  -11.56698  0.1628
 126829  285.10629   62.06111  0.8350
   3348  339.23380  -72.71568  1.2713
 176929   96.48154   64.74108  0.0516
  54752  224.42499   -8.88978  0.1502
 181088   51.02964   -5.05219  0.1314
  31144   51.68863  -57.69939  0.8863
   6908  179.24757  -37.58856  0.1479
  23414   40.81523  -55.31590  0.2534
 169951   86.38797  -19.07233  1.1857
  38118  144.71158  -18.95611  1.2148
 136313   33.33901  -10.08806  0.1538
  63387  179.16006   -3.32397  1.0638
  11402  186.64549  -42.02185  0.1509
 123854  277.99796   75.68247  0.7518
  56103  150.13322   -2.92556  0.4410
  38908  237.15398  -16.20402  1.1862
  38682  309.80981  -33.20079  1.2349
  77584  359.46466   -8.94796  1.2073
 195013   81.02648   -7.41683  0.2131
 145191    0.76756   -0.90522  1.2373
 151958   10.79077   -0.02901  0.2542
 148799    4.82723   -7.85866  0.6545
  32748  197.53270  -24.17776  0.3170
 134670   81.94703  -24.99976  0.3170
  31584  191.84081  -24.33767  0.3105
 145319  104.70091   39.56542  0.7285
  25876  313.61563  -47.09346  0.2149
  25308  170.31297  -25.95110  0.3155
  21553   42.34804  -52.80221  0.3595
 189876   28.73206    4.73051  1.0519
  26269  178.10849  -29.01964  1.1936
  68475  259.74280   11.26331  0.3099
 119090    9.50430  -14.48398  0.4072
 117292  138.74770   26.48484  0.3750
  64172  207.93057    0.86743  0.8640
 162166   71.00548  -14.80878  0.3216
  37390  140.95151  -16.54310  0.1307
 123110   62.27086  -25.02236  1.2701
  29233  184.51714  -25.52580  0.2898
  96798  257.69296   46.53862  0.8162
  26499  179.81306  -27.16467  0.8192
  31023  353.07684  -53.91259  0.2884
 220093  122.64086    1.86128  0.2353
  78595   31.59484  -30.78688  0.7367
 154415   15.15797   -1.69831  0.0881
  14737  327.68973  -68.77099  0.1271
  41937   72.03697  -49.56480  0.1273
  82940   63.53674  -42.22231  0.1326
 164262   79.15369  -11.81710  0.1335
  74428   57.27359  -41.17165  0.1348
  50447    9.44622  -30.80935  0.1497
  10591   26.96592  -68.75829  0.1567
  36946   60.20521  -53.46896  0.1614
  10690   62.53899  -63.03520  0.1652
  24409  300.95822  -58.01204  0.1693
  14955  332.41785  -46.28684  0.1711
 132556   77.76578  -25.91402  0.1723
  48065   76.67444  -57.45841  0.1901
  21910  304.24557  -45.99152  0.2065
  29514   50.29824  -54.65646  0.2071
  60659  171.19077   -4.04107  0.2114
 214731   51.84557  -21.09463  0.2348
 139773  159.88635   31.72868  0.2429
 221304  128.31818   13.44574  0.2467
  32098  327.50412  -47.33014  0.2471
 184666   63.77009   -3.97631  0.2828
  47419  187.09879  -11.23587  0.2998
  81341   65.68916  -35.28979  0.3084
  49264   84.71260  -47.88567  0.3205
  79521  338.79221    1.68624  0.3387
  43162  347.66345  -40.54653  0.3397
   4139  104.80904  -72.74217  0.3404
 146080    6.28971   -4.65951  0.3463
  41974  171.06215  -10.62931  0.3553
 159975  197.81685   32.00217  0.3640
 141860  186.34113   21.30476  0.3704
  15851  214.23418  -27.79323  0.4112
 106815   49.63852  -23.31165  0.4388
  17206  217.15521  -27.93974  0.4579
